player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0034348,16,,,118.8,,,58,776,2,,,,,,,,
00-0036997,,,,,903,4,43,316,3,,,,,,,,
00-0032144,,,,,918,8,28,213,2,,,,,,,,
00-0035644,,,,,,,68,670,4,,,,,,,,
00-0033375,,,,,,,53,734,5,,,,,,,,
00-0031237,3052,18,7,94.9,106,2,,,,,,,,,,,
00-0036423,,,,,,,33,330,2,,,,,,,,
00-0036407,,,,,3,,38,467,,,,,,,,,
00-0035864,1,,,79.2,,,15,175,1,,,,,,,,
00-0033576,,,,,,,8,47,1,,,,,,,,
00-0035704,787,2,2,80.4,53,2,1,1,,,,,,,,,
00-0031319,,,,,,,1,-3,,,,,,,,,
00-0036412,,,,,,,5,74,,,,,,,,,
00-0034208,,,,,35,,2,22,,,,,,,,,
00-0034955,,,,39.6,,,,,,,,,,,,,
00-0036657,,,,,,,1,34,,,,,,,,,
