player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0034383,,,,,,,78,808,8,,,,,,,,
00-0033045,4,,,83.3,1002,10,47,287,2,,,,,,,,
00-0036358,,,,,76,,79,1102,6,,,,,,,,
00-0033077,4449,37,10,104.2,146,1,,,,,,,,,,,
00-0031544,,,,,,,68,865,8,,,,,,,,
00-0035261,,,,,719,2,39,337,,,,,,,,,
00-0034418,88,,,118.8,11,,45,602,6,,,,,,,,
00-0034764,,,,,,,35,445,2,,,,,,,,
00-0033591,,,,,,,16,184,,,,,,,,,
00-0033658,,,,,,,11,96,2,,,,,,,,
00-0034867,,,,,,,12,149,3,,,,,,,,
00-0033725,,,,,140,,6,29,1,,,,,,,,
00-0033662,422,3,1,105.1,-8,,,,,,,,,,,,
00-0036032,,,,,,,4,27,1,,,,,,,,
00-0033528,,,,,,,3,31,,,,,,,,,
00-0036036,,,,,,,1,1,1,,,,,,,,
