player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0035676,,,,,60,1,52,1051,8,,,,,,,,
00-0033871,,,,,,,43,601,2,,,,,,,,
00-0032764,,,,,1540,16,18,206,2,,,,,,,,
00-0028087,,,,,209,,25,164,1,,,,,,,,
00-0033858,,,,,78,,35,439,3,,,,,,,,
00-0032778,,,,,,,25,329,4,,,,,,,,
00-0032009,,,,,1,,37,374,2,,,,,,,,
00-0029701,2742,22,6,117.5,185,4,,,,,,,,,,,
00-0033455,,,,,,,14,204,1,,,,,,,,
00-0032464,,,,,-5,,9,170,1,,,,,,,,
00-0032268,1203,7,2,92.3,129,,,,,,,,,,,,
00-0024389,,,,,,,21,215,2,,,,,,,,
00-0031585,,,,,,,6,90,1,,,,,,,,
00-0031972,,,,,,,2,17,,,,,,,,,
00-0035099,,,,,,,4,54,,,,,,,,,
00-0025825,11,,,66.7,,,,,,,,,,,,,
00-0033386,,,,,,,2,13,,,,,,,,,
00-0029419,,,,,,,1,1,1,,,,,,,,
00-0033132,,,,,,,1,11,,,,,,,,,
00-0034034,,,,,,,1,16,,,,,,,,,
