player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0023496,,,,,,,70,1002,2,,,,,,,,
00-0031408,,,,,,,68,1051,12,,,,,,,,
00-0029384,,,,39.6,406,1,33,315,1,,,,,,,,
00-0027135,,,,,,,22,190,,,,,,,,,
00-0029613,,,,,494,2,13,64,,,,,,,,,
00-0021206,2206,11,14,70.5,127,3,,,,,,,,,,,
00-0027089,,,,,,,31,380,2,,,,,,,,
00-0031418,,,,,,,21,221,2,,,,,,,,
00-0031390,,,,,185,1,19,190,,,,,,,,,
00-0030520,1417,10,6,83.3,49,,,,,,,,,,,,
00-0031187,,,,,,,6,58,1,,,,,,,,
00-0028905,,,,,23,1,6,78,1,,,,,,,,
00-0028042,,,,,,,7,41,,,,,,,,,
00-0030391,,,,,37,,1,-5,,,,,,,,,
00-0029619,,,,,58,,1,3,,,,,,,,,
00-0030147,,,,,,,4,63,,,,,,,,,
00-0031273,,,,,,,1,17,,,,,,,,,
00-0030839,,,,,19,,,,,,,,,,,,
