player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0036219,,,,,,,46,698,6,,,,,,,,
00-0027966,,,,,554,2,27,162,,,,,,,,,
00-0033906,,,,,898,4,47,439,5,,,,,,,,
00-0035215,,,,,41,,36,570,3,,,,,,,,
00-0036040,,,,,,,13,159,4,,,,,,,,
00-0033357,978,4,5,75.4,374,5,4,52,,,,,,,,,
00-0036422,,,,,,,27,263,2,,,,,,,,
00-0032200,,,,,44,,16,95,,,,,,,,,
00-0035860,,,,,142,,5,29,,,,,,,,,
00-0034765,,,,,,,32,377,3,,,,,,,,
00-0031503,1170,14,3,102.8,166,1,,,,,,,,,,,
00-0030085,,,,,1,,6,68,1,,,,,,,,
00-0035406,,,,,,,13,249,2,,,,,,,,
00-0032394,,,,,,,9,133,1,,,,,,,,
00-0032156,1154,11,3,88.4,20,1,,,,,,,,,,,
00-0028237,,,,,,,4,41,1,,,,,,,,
00-0036727,,,,,5,,3,16,,,,,,,,,
00-0032450,,,,,16,,2,12,,,,,,,,,
00-0033095,,,,,,,4,39,,,,,,,,,
00-0035859,,,,39.6,,,,,,,,,,,,,
00-0036929,135,,2,40.6,6,,,,,,,,,,,,
