player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0021547,,,,,,,81,964,13,,,,,,,,
00-0020531,3159,27,7,104.8,85,2,1,38,,,,,,,,,
00-0020536,38,,,95.8,1335,17,53,441,1,,,,,,,,
00-0011958,,,,,53,,13,66,,,,,,,,,
00-0020904,,,,,53,,47,690,4,,,,,,,,
00-0020820,,,,,392,3,2,17,,,,,,,,,
00-0021227,,,,,,,10,84,2,,,,,,,,
00-0021570,,,,,,,15,308,2,,,,,,,,
00-0010668,,,,39.6,3,,31,393,1,,,,,,,,
00-0021176,,,,,45,,18,310,3,,,,,,,,
00-0004673,,,,,54,,2,31,1,,,,,,,,
00-0014729,,,,,1,,5,59,,,,,,,,,
00-0005363,276,1,,85,39,2,,,,,,,,,,,
00-0022821,,,,,104,,4,8,,,,,,,,,
00-0022942,33,1,,110.9,-5,,,,,,,,,,,,
00-0021936,,,,,26,,3,26,,,,,,,,,
00-0020274,,,,,,,1,7,,,,,,,,,
00-0022414,,,,,,,3,49,1,,,,,,,,
00-0022017,,,1,0,,,,,,,,,,,,,
00-0022759,,,,,,,5,81,1,,,,,,,,
