player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0018958,,,,,39,,82,1204,6,,,,,,,,
00-0020525,46,2,,149.3,,,59,600,5,,,,,,,,
00-0021357,,,,,411,4,18,176,,,,,,,,,
00-0019590,,,,,213,,16,190,1,,,,,,,,
00-0020464,,,,,,,27,360,6,,,,,,,,
00-0021379,2169,14,9,75.9,62,1,,,,,,,,,,,
00-0019649,,,,,597,1,10,71,1,,,,,,,,
00-0019172,,,,,5,,9,71,,,,,,,,,
00-0021184,,,,,255,2,15,167,,,,,,,,,
00-0008598,,,,,,,15,170,1,,,,,,,,
00-0019816,1012,5,7,63.6,41,,,,,,,,,,,,
00-0019290,,,,,,,9,89,,,,,,,,,
00-0021031,,,,,9,,3,21,,,,,,,,,
00-0008612,93,,1,46.5,21,,,,,,,,,,,,
00-0021273,,,,,,,5,48,,,,,,,,,
00-0022124,,,,,,,3,37,1,,,,,,,,
00-0002861,,,,,,,4,29,,,,,,,,,
00-0021586,,,,,,,3,17,,,,,,,,,
00-0000754,3,,,79.2,,,,,,,,,,,,,
00-0021212,,,,,,,2,10,,,,,,,,,
00-0022112,7,,,58.3,,,,,,,,,,,,,
00-0021581,,,,,9,,3,13,,,,,,,,,
