player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0032950,3563,27,7,94.6,215,1,,,,,,,,,,,
00-0036223,,,,,1811,18,40,360,2,,,,,,,,
00-0036252,,,,,44,,88,1082,6,,,,,,,,
00-0033217,,,,,,,24,316,4,,,,,,,,
00-0034367,,,,,276,2,40,310,1,,,,,,,,
00-0033251,,,,,21,,38,384,3,,,,,,,,
00-0030181,,,,,,,29,302,3,,,,,,,,
00-0035021,,,,,32,,13,173,2,,,,,,,,
00-0036876,,,,,,,11,106,,,,,,,,,
00-0029608,,,,,,,23,331,3,,,,,,,,
00-0035639,,,,,,,10,162,1,,,,,,,,
00-0033951,,,,,101,,2,8,,,,,,,,,
00-0036228,,,,,,,2,21,1,,,,,,,,
00-0036493,,,,,31,1,,,,,,,,,,,
00-0036879,,,,,9,,,,,,,,,,,,
00-0036482,,,,,,,2,26,,,,,,,,,
00-0036215,,,,,,,1,2,1,,,,,,,,
