player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0034367,,,,,199,2,44,320,,,,,,,,,
00-0030181,,,,,,,43,448,4,,,,,,,,
00-0033119,2942,18,6,88,228,4,1,2,,,,,,,,,
00-0033951,,,,,1091,8,14,82,,,,,,,,,
00-0033251,,,,39.6,16,,41,607,5,,,,,,,,
00-0034400,,,,,307,2,7,43,,,,,,,,,
00-0031387,,,,,,,31,375,3,,,,,,,,
00-0029608,,,,,,,45,501,5,,,,,,,,
00-0032355,,,,,18,,16,179,2,,,,,,,,
00-0033217,,,,,,,8,93,,,,,,,,,
00-0032980,,,,,,,17,277,2,,,,,,,,
00-0028411,,,,,,,12,181,,,,,,,,,
00-0035639,,,,,34,,18,127,1,,,,,,,,
00-0026625,372,4,4,65.7,2,,,,,,,,,,,,
00-0032975,,,,,235,1,5,59,,,,,,,,,
00-0035021,,,,,,,2,17,,,,,,,,,
00-0032055,,,,,,,3,32,,,,,,,,,
