player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0039075,,,,,89,,105,1486,6,,,,,,,,
00-0026498,3965,24,11,92.5,65,,,,,,,,,,,,
00-0033110,,,,,,,47,495,2,,,,,,,,
00-0036849,,,,,31,,39,483,3,,,,,,,,
00-0033908,,,,,-3,,59,737,5,,,,,,,,
00-0037840,,,,,1144,12,32,206,3,,,,,,,,
00-0036862,,,,,9,,8,66,1,,,,,,,,
00-0034838,,,,,319,2,1,13,,,,,,,,,
00-0032775,,,,,23,,26,371,4,,,,,,,,
00-0037557,,,,,129,,5,22,,,,,,,,,
00-0036424,,,,,,,5,78,,,,,,,,,
00-0039074,,,,,,,10,95,1,,,,,,,,
00-0039136,,,,,19,,,,,,,,,,,,
00-0036841,,,,,,,4,29,,,,,,,,,
00-0032950,163,2,1,99.8,56,1,,,,,,,,,,,
00-0036427,,,,,,,2,8,1,,,,,,,,
