player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0025549,,,,,,,32,340,1,,,,,,,,
00-0026995,,,,,,,85,1318,10,,,,,,,,
00-0031299,,,,,,,67,872,8,,,,,,,,
00-0027029,,,,,1319,5,28,155,,,,,,,,,
00-0027758,,,,,,,55,577,3,,,,,,,,
00-0030061,,,,,,,58,702,3,,,,,,,,
00-0023564,,,,,329,6,40,387,,,,,,,,,
00-0030990,,,,,7,,8,98,,,,,,,,,
00-0029438,,,,,172,4,2,16,,,,,,,,,
00-0026898,2418,14,11,88.4,87,1,,,,,,,,,,,
00-0029567,2163,13,10,81.4,68,,,,,,,,,,,,
00-0028543,,,,,,,5,46,,,,,,,,,
00-0024318,,,,,,,1,11,,,,,,,,,
00-0027109,,,,,,,3,59,2,,,,,,,,
00-0030710,,,,,10,,,,,,,,,,,,
00-0030533,,,,39.6,,,,,,,,,,,,,
