player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0034272,,,,,,,21,315,1,,,,,,,,
00-0036637,,,,,1,,28,305,2,,,,,,,,
00-0033873,4183,27,14,92.6,389,,,,,,,,,,,,
00-0039067,,,,,-3,,79,938,7,,,,,,,,
00-0036360,,,,,223,1,17,188,1,,,,,,,,
00-0034386,,,,,,,27,460,3,,,,,,,,
00-0030506,,,,,,,93,984,5,,,,,,,,
00-0037197,,,,,935,7,44,244,2,,,,,,,,
00-0036913,,,,39.6,31,,27,169,1,,,,,,,,
00-0038090,,,,,23,,21,244,1,,,,,,,,
00-0031376,4,1,,122.9,60,1,25,192,4,,,,,,,,
00-0034286,,,,,,,10,114,,,,,,,,,
00-0035140,,,,,3,,15,124,,,,,,,,,
00-0032062,,,,,,,5,26,1,,,,,,,,
00-0037216,,,,,,,6,53,,,,,,,,,
00-0027948,185,,3,31.2,45,,,,,,,,,,,,
00-0036269,,,,,77,,3,33,,,,,,,,,
00-0032217,,,,,,,1,,,,,,,,,,
00-0035889,11,,,112.5,,,,,,,,,,,,,
