player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0027793,,,,,41,,69,1108,2,,,,,,,,
00-0023465,,,,,6,,51,631,2,,,,,,,,
00-0026566,,,,,479,3,18,78,,,,,,,,,
00-0026901,,,,,57,,72,1193,8,,,,,,,,
00-0022924,4077,21,14,90.1,70,,,,,,,,,,,,
00-0026163,,,,,928,9,18,154,,,,,,,,,
00-0017162,,,,,,,46,381,2,,,,,,,,
00-0022217,,,,,157,,11,104,1,,,,,,,,
00-0027685,15,,,118.8,,,22,288,2,,,,,,,,
00-0026957,,,,,,,12,91,1,,,,,,,,
00-0022811,,,,,3,,16,237,2,,,,,,,,
00-0028270,,,,,,,4,29,1,,,,,,,,
00-0000865,208,,1,72.9,-2,,,,,,,,,,,,
00-0027786,,,,,123,,1,6,,,,,,,,,
00-0028208,,,,,41,1,,,,,,,,,,,
00-0025499,33,,,118.8,,,,,,,,,,,,,
