player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0031280,3878,25,8,97.7,40,,,,,,,,,,,,
00-0037239,,,,,,,87,1123,5,,,,,,,,
00-0033357,83,1,,109.3,401,4,33,291,2,,,,,,,,
00-0037545,,,,,37,,46,719,5,,,,,,,,
00-0033906,,,,,694,5,75,466,1,,,,,,,,
00-0033948,,,,,306,1,18,62,,,,,,,,,
00-0036040,,,,,,,37,368,4,,,,,,,,
00-0034981,,,,,,,21,193,1,,,,,,,,
00-0032765,,,,,,,39,448,1,,,,,,,,
00-0038612,,,,,,,12,246,4,,,,,,,,
00-0036364,,,,,32,,11,83,,,,,,,,,
00-0034317,,,,,,,5,37,1,,,,,,,,
00-0038551,,,,,156,1,10,117,,,,,,,,,
00-0031503,264,2,3,57.4,-6,,,,,,,,,,,,
00-0027696,,,,,,,6,39,4,,,,,,,,
00-0036727,,,,,12,,2,12,,,,,,,,,
