player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0023612,,,,,,,58,562,2,,,,,,,,
00-0003292,2681,12,7,80.2,49,,,,,,,,,,,,
00-0024260,,,,,773,15,5,16,,,,,,,,,
00-0026164,,,,,1228,9,43,260,1,,,,,,,,
00-0024489,,,,,21,,13,138,2,,,,,,,,
00-0023531,,,,,35,,41,449,1,,,,,,,,
00-0020285,,,,,,,24,257,1,,,,,,,,
00-0021982,,,,,,,34,651,6,,,,,,,,
00-0020381,,,,,4,,31,416,,,,,,,,,
00-0026266,,,,,,,7,68,,,,,,,,,
00-0024460,,,,,61,,6,43,,,,,,,,,
00-0024218,219,1,2,64.5,27,,,,,,,,,,,,
00-0025515,,,,,,,2,31,,,,,,,,,
00-0007308,,,,,-6,,,,,,,,,,,,
00-0025437,,,,,3,,,,,,,,,,,,
00-0022005,7,,,58.3,,,,,,,,,,,,,
00-0026225,,,,,,,1,9,,,,,,,,,
00-0025467,,,,,,,1,7,,,,,,,,,
