player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0020285,,,,,,,56,780,8,,,,,,,,
00-0022781,,,,,2,,39,436,7,,,,,,,,
00-0020245,2474,20,13,75.7,1039,2,1,1,,,,,,,,,
00-0004640,,,,,1140,4,22,170,1,,,,,,,,
00-0024294,,,,39.6,633,2,13,102,,,,,,,,,
00-0021152,,,,,,,28,430,1,,,,,,,,
00-0022011,,,,,106,1,23,168,3,,,,,,,,
00-0023462,,,,,,,30,506,,,,,,,,,
00-0022787,208,1,2,71.2,21,,,,,,,,,,,,
00-0020985,,,,,,,6,76,,,,,,,,,
00-0010747,,,,,,,3,13,1,,,,,,,,
00-0024398,,,,,-4,,,,,,,,,,,,
00-0022923,,,,,,,1,,,,,,,,,,
00-0001222,,,,,,,1,,,,,,,,,,
