player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0021314,,,,,267,3,20,139,,,,,,,,,
00-0024272,,,,,30,,40,475,4,,,,,,,,
00-0025418,,,,,,,41,404,5,,,,,,,,
00-0026913,,,,,2,,51,960,5,,,,,,,,
00-0026184,,,,,1069,6,51,547,3,,,,,,,,
00-0024226,3274,23,16,86.3,232,1,,,,,,,,,,,
00-0026210,,,,,9,,46,561,3,,,,,,,,
00-0024447,,,,,,,10,149,,,,,,,,,
00-0020342,,,,,,,5,43,1,,,,,,,,
00-0023429,,,,,,,9,84,1,,,,,,,,
00-0025970,55,,,94.3,-1,,,,,,,,,,,,
00-0026298,,,,,,,1,19,1,,,,,,,,
00-0003315,68,,5,5.9,,,,,,,,,,,,,
00-0026154,,,,,,,1,4,,,,,,,,,
00-0003035,,,,,,,1,12,,,,,,,,,
00-0025480,,,,,8,,,,,,,,,,,,
