player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0021182,,,,,604,,11,46,,,,,,,,,
00-0015830,,,,,149,1,29,159,,,,,,,,,
00-0021192,,,,,30,,53,725,4,,,,,,,,
00-0022701,,,,,,,45,610,4,,,,,,,,
00-0019663,,,,,,,63,956,10,,,,,,,,
00-0007091,2442,18,15,76,110,,,,,,,,,,,,
00-0021999,,,,,,,18,192,2,,,,,,,,
00-0019647,,,,,896,7,12,48,,,,,,,,,
00-0021159,,,,,,,22,231,4,,,,,,,,
00-0004915,,,,,4,,24,290,1,,,,,,,,
00-0022055,927,8,7,76.2,119,,,,,,,,,,,,
00-0021756,,,,,,,4,32,1,,,,,,,,
00-0019932,,,,,,,1,11,,,,,,,,,
00-0023064,,,,,8,,,,,,,,,,,,
