player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0019693,,,,,1327,6,47,442,1,,,,,,,,
00-0020516,,,,39.6,38,,68,836,6,,,,,,,,
00-0019721,,,,,105,,61,869,6,,,,,,,,
00-0021314,,,,,122,,14,129,2,,,,,,,,
00-0018588,,,,,58,2,10,60,,,,,,,,,
00-0021242,,,,,,,10,114,1,,,,,,,,
00-0001335,2084,13,11,77.3,106,1,,,,,,,,,,,
00-0021268,,,,,,,11,106,1,,,,,,,,
00-0015754,,,,,31,,24,357,2,,,,,,,,
00-0021313,,,,,9,,5,35,,,,,,,,,
00-0019709,1034,7,3,76.1,8,,,,,,,,,,,,
00-0019404,,,,,,,6,47,1,,,,,,,,
00-0020984,,,,,,,6,123,,,,,,,,,
00-0021235,,,,39.6,-12,,,,,,,,,,,,
