player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0006456,,,,,66,1,25,184,1,,,,,,,,
00-0010650,,,,,,,70,1001,7,,,,,,,,
00-0015290,,,,39.6,,,77,1004,4,,,,,,,,
00-0006423,3006,14,14,76.4,117,2,,,,,,,,,,,
00-0002861,,,,,,,32,488,2,,,,,,,,
00-0002709,,,,,,,24,201,2,,,,,,,,
00-0005816,,,,,1159,7,21,159,,,,,,,,,
00-0010107,,,,,203,1,11,50,,,,,,,,,
00-0003441,,,,,,,9,98,,,,,,,,,
00-0011236,,,,,,,5,59,,,,,,,,,
00-0000541,,,,,21,,4,24,,,,,,,,,
00-0014722,,,,,,,23,224,,,,,,,,,
00-0010892,,,,,,,3,37,,,,,,,,,
00-0004054,,,,,211,2,3,26,,,,,,,,,
00-0004386,,,,,,,3,22,,,,,,,,,
00-0011244,512,2,1,78.8,40,,,,,,,,,,,,
00-0010194,,,,,2,,,,,,,,,,,,
00-0001785,87,,3,30.6,17,,,,,,,,,,,,
00-0015152,,,,,7,,4,23,,,,,,,,,
00-0003035,,,,,,,1,5,,,,,,,,,
