player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0018501,,,,,433,2,40,310,,,,,,,,,
00-0021190,6,,,77.1,85,,37,364,1,,,,,,,,
00-0017162,,,,,61,,95,1163,10,,,,,,,,
00-0001215,,,,,811,7,13,86,,,,,,,,,
00-0019642,,,,,-7,,60,860,4,,,,,,,,
00-0010261,3414,18,17,75.3,12,,,,,,,,,,,,
00-0019135,,,,,29,1,9,107,,,,,,,,,
00-0016677,,,,,,,12,113,,,,,,,,,
00-0004386,,,,,,,18,240,1,,,,,,,,
00-0021279,,,,,63,,7,57,,,,,,,,,
00-0013728,,,,,,,10,138,1,,,,,,,,
00-0000865,47,,,68.2,11,,,,,,,,,,,,
00-0021309,,,,,,,2,17,,,,,,,,,
00-0002102,,,,,,,2,1,1,,,,,,,,
00-0011279,81,1,,158.3,,,,,,,,,,,,,
