player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0013639,,,,39.6,,,63,861,2,,,,,,,,
00-0002058,,,,,4,,51,563,2,,,,,,,,
00-0017486,,,,,678,4,12,120,,,,,,,,,
00-0005779,,,,,553,3,48,386,1,,,,,,,,
00-0003663,,,,,145,7,7,53,,,,,,,,,
00-0021183,,,,,,,31,258,1,,,,,,,,
00-0019703,,,,,10,,28,361,1,,,,,,,,
00-0022093,,,,,203,,2,2,,,,,,,,,
00-0011378,1267,3,5,64.8,83,1,,,,,,,,,,,
00-0022051,,,,,,,14,128,1,,,,,,,,
00-0017611,,,,,37,,7,106,1,,,,,,,,
00-0005741,1270,6,4,73.3,18,,,,,,,,,,,,
00-0020405,324,,3,50.6,22,,,,,,,,,,,,
00-0014350,,,,,,,5,69,,,,,,,,,
00-0021337,,,,,,,5,31,,,,,,,,,
00-0007357,,,,,,,2,23,,,,,,,,,
00-0022102,,,,,,,1,17,,,,,,,,,
00-0019633,69,,1,25.3,28,,,,,,,,,,,,
00-0019722,,,,,30,,1,6,,,,,,,,,
