player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0022738,,,,,,,77,849,3,,,,,,,,
00-0020494,,,,,-6,,93,1115,6,,,,,,,,
00-0026465,,,,,,,44,871,3,,,,,,,,
00-0014655,,,,,2,,20,224,,,,,,,,,
00-0027214,,,,,261,3,39,309,2,,,,,,,,
00-0011022,3377,14,15,77.1,151,,,,,,,,,,,,
00-0026188,,,,,,,21,316,3,,,,,,,,
00-0023570,,,,,,,8,109,,,,,,,,,
00-0026279,,,,,742,4,18,125,2,,,,,,,,
00-0027618,,,,,6,,2,10,,,,,,,,,
00-0021179,,,,,227,2,5,55,,,,,,,,,
00-0022121,884,7,4,81.2,6,,,,,,,,,,,,
00-0026852,,,,,19,,1,3,1,,,,,,,,
00-0027215,,,,,,,2,10,1,,,,,,,,
00-0027813,,,,,,,3,47,,,,,,,,,
00-0027094,,,,,-1,,,,,,,,,,,,
