player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0009829,,,,39.6,411,1,19,124,1,,,,,,,,
00-0015523,,,,,1029,5,51,541,3,,,,,,,,
00-0016440,,,,,126,2,52,635,6,,,,,,,,
00-0005562,,,,,,,46,600,4,,,,,,,,
00-0009842,,,,,,,42,398,3,,,,,,,,
00-0019606,,,,,-15,,60,798,7,,,,,,,,
00-0021216,25,1,,158.3,193,,9,86,,,,,,,,,
00-0010436,,,,,-4,,15,126,,,,,,,,,
00-0011022,2289,17,6,86,460,6,,,,,,,,,,,
00-0020497,,,,39.6,,,12,105,,,,,,,,,
00-0016347,,,,,,,10,128,2,,,,,,,,
00-0020305,1011,6,5,75.4,6,,,,,,,,,,,,
00-0011399,57,1,,158.3,,,,,,,,,,,,,
00-0004229,224,2,,115.8,4,1,,,,,,,,,,,
00-0000849,,,,,,,1,8,,,,,,,,,
00-0000108,,,,,10,,,,,,,,,,,,
