player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0029892,,,,,64,2,19,202,4,,,,,,,,
00-0033307,,,,,,,49,667,2,,,,,,,,
00-0031376,,,,,319,5,33,253,1,,,,,,,,
00-0036261,,,,,77,2,60,748,5,,,,,,,,
00-0034115,,,,,600,7,13,133,3,,,,,,,,
00-0030472,,,,,,,26,231,4,,,,,,,,
00-0033319,2437,12,12,84.1,8,,,,,,,,,,,,
00-0034073,,,,,,,19,245,1,,,,,,,,
00-0033288,,,,,17,,48,634,2,,,,,,,,
00-0031687,,,,,521,2,16,156,1,,,,,,,,
00-0035719,,,,,26,,33,391,1,,,,,,,,
00-0034286,,,,,,,23,394,1,,,,,,,,
00-0033292,,,,,,,10,86,,,,,,,,,
00-0033936,787,6,,105.7,28,,,,,,,,,,,,
00-0035806,,,,,148,1,7,33,,,,,,,,,
00-0031345,1096,7,5,92.4,25,,,,,,,,,,,,
00-0032058,,,,,53,,4,34,,,,,,,,,
00-0036429,,,,,,,3,36,,,,,,,,,
00-0034054,,,,,,,6,41,,,,,,,,,
00-0035187,,,,,3,,1,27,,,,,,,,,
