player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0035250,6,1,,131.3,898,4,30,193,,,,,,,,,
00-0039163,4108,23,5,100.8,157,3,1,,,,,,,,,,
00-0034383,,,,,,,59,635,5,,,,,,,,
00-0036554,,,,,7,,80,1297,8,,,,,,,,
00-0037614,,,,,4,,16,158,,,,,,,,,
00-0037258,,,,,416,2,13,101,,,,,,,,,
00-0030431,,,,,7,,40,426,1,,,,,,,,
00-0034959,,,,,3,1,11,55,2,,,,,,,,
00-0038618,,,,,49,,8,90,,,,,,,,,
00-0033591,,,,,-1,,33,567,2,,,,,,,,
00-0038977,,,,,51,,47,709,7,,,,,,,,
00-0036556,,,,,,,17,219,2,,,,,,,,
00-0033854,,,,,35,,2,18,,,,,,,,,
00-0036898,173,2,,76.1,9,,,,,,,,,,,,
00-0033576,,,,,,,3,12,,,,,,,,,
00-0037277,,,,,,,2,33,,,,,,,,,
00-0028986,291,1,3,61.1,1,,,,,,,,,,,,
00-0034928,,,,,1,,3,25,,,,,,,,,
00-0033729,,,,,-23,,,,,,,,,,,,
