player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0022156,,,,,,,36,426,3,,,,,,,,
00-0021756,,,,,,,29,296,3,,,,,,,,
00-0027129,,,,,131,,9,84,1,,,,,,,,
00-0025389,,,,,73,,67,984,5,,,,,,,,
00-0019650,,,,,,,34,348,1,,,,,,,,
00-0021182,,,,,384,2,26,210,,,,,,,,,
00-0026204,,,,,747,4,40,409,1,,,,,,,,
00-0026286,,,,,46,,13,133,,,,,,,,,
00-0026996,,,,,,,31,352,2,,,,,,,,
00-0026498,2267,13,20,61,108,2,,,,,,,,,,,
00-0003739,945,3,6,64.8,91,,,,,,,,,,,,
00-0021525,,,,,,,18,128,,,,,,,,,
00-0027056,,,,,4,,6,52,,,,,,,,,
00-0025430,259,,6,26.1,33,1,,,,,,,,,,,
00-0024825,,,,,,,2,26,,,,,,,,,
