player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0020531,5177,43,19,96.3,5,1,,,,,,,,,,,
00-0027966,,,,,602,5,6,29,,,,,,,,,
00-0024466,,,,,,,83,1154,10,,,,,,,,
00-0022929,,,,,13,,22,316,1,,,,,,,,
00-0027696,,,,,,,85,982,9,,,,,,,,
00-0023310,,,,,,,65,1041,6,,,,,,,,
00-0024813,,,,,473,1,39,354,1,,,,,,,,
00-0023564,,,,,244,1,75,667,7,,,,,,,,
00-0026072,,,,,,,14,70,2,,,,,,,,
00-0028532,,,,,1,,10,379,3,,,,,,,,
00-0024301,,,,,,,11,86,4,,,,,,,,
00-0027531,,,,,217,2,2,15,,,,,,,,,
00-0029205,,,,,5,,5,44,,,,,,,,,
00-0023503,,,,,,,1,9,,,,,,,,,
00-0026544,10,,,108.3,17,,,,,,,,,,,,
00-0028522,,,,,,,1,-3,,,,,,,,,
