player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0023506,,,,,,,41,367,2,,,,,,,,
00-0013013,,,,,436,1,36,300,1,,,,,,,,
00-0000251,,,,,80,6,25,222,1,,,,,,,,
00-0023440,,,,,1178,6,20,81,,,,,,,,,
00-0005720,,,,,4,,83,1287,10,,,,,,,,
00-0007468,,,,,,,35,282,1,,,,,,,,
00-0022005,2035,10,7,81.4,31,,1,-3,,,,,,,,,
00-0022725,,,,,2,,32,372,,,,,,,,,
00-0019457,,,,,,,16,112,,,,,,,,,
00-0006423,1136,7,7,79.6,12,,,,,,,,,,,,
00-0020391,,,,,,,7,43,1,,,,,,,,
00-0020794,,,,,,,6,103,1,,,,,,,,
00-0019623,667,5,6,70.3,18,,,,,,,,,,,,
00-0021755,,,,,83,,,,,,,,,,,,
