player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0024268,,,,,,,41,332,5,,,,,,,,
00-0024217,,,,,986,6,35,292,2,,,,,,,,
00-0029701,3294,12,13,76.1,211,2,,,,,,,,,,,
00-0027077,,,,,,,74,1083,1,,,,,,,,
00-0028112,,,,,,,18,212,2,,,,,,,,
00-0026000,,,,,,,61,778,1,,,,,,,,
00-0028000,,,,,325,4,15,156,,,,,,,,,
00-0029619,,,,,13,2,11,79,1,,,,,,,,
00-0029615,,,,,250,1,6,45,,,,,,,,,
00-0027356,,,,,9,,6,116,1,,,,,,,,
00-0029580,,,,,,,11,151,,,,,,,,,
00-0026577,,,,,8,,1,15,,,,,,,,,
00-0025612,,,,39.6,,,,,,,,,,,,,
00-0025708,131,1,,96.6,-3,,,,,,,,,,,,
