player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0031381,,,,,-1,,100,1516,14,,,,,,,,
00-0035700,,,,,1653,12,53,400,,,,,,,,,
00-0033555,4,,,83.3,40,,57,690,4,,,,,,,,
00-0031280,3522,24,14,86.3,102,,,,,,,,,,,,
00-0034981,,,,,,,33,420,2,,,,,,,,
00-0032104,,,,,20,,25,211,1,,,,,,,,
00-0038040,,,,,70,,,,,,,,,,,,
00-0034983,,,,,,,36,330,2,,,,,,,,
00-0033681,,,,,,,10,141,1,,,,,,,,
00-0029239,,,,,66,,9,57,1,,,,,,,,
00-0031610,,,,,,,28,388,3,,,,,,,,
00-0035726,,,,,,,5,10,,,,,,,,,
00-0035264,656,4,3,89.2,84,,,,,,,,,,,,
00-0035562,,,,,,,3,19,,,,,,,,,
00-0032496,,,,,-3,,,,,,,,,,,,
