player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0031544,,,,,6,,79,1189,8,,,,,,,,
00-0033077,4902,30,11,99.7,277,3,,,,,,,,,,,
00-0033045,,,,,1357,12,54,420,2,,,,,,,,
00-0022127,,,,,,,63,529,4,,,,,,,,
00-0033658,,,,,,,31,365,3,,,,,,,,
00-0028002,,,,39.6,11,,55,828,3,,,,,,,,
00-0034764,,,,,,,66,1107,6,,,,,,,,
00-0035261,,,,,455,2,15,107,1,,,,,,,,
00-0030525,,,,,47,1,13,177,1,,,,,,,,
00-0034418,,,,,,,5,46,,,,,,,,,
00-0031934,,,,,,,5,113,1,,,,,,,,
00-0034383,,,,,,,1,6,,,,,,,,,
00-0035548,,,,,,,1,15,1,,,,,,,,
