player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0029264,,,,,436,2,20,104,,,,,,,,,
00-0026158,3912,19,22,73.1,131,1,,,,,,,,,,,
00-0027996,,,,,,,65,1128,4,,,,,,,,
00-0026195,,,,,660,4,58,321,,,,,,,,,
00-0030400,,,,,-2,,49,524,7,,,,,,,,
00-0027675,,,,,,,25,273,1,,,,,,,,
00-0022397,,,,,23,,11,47,1,,,,,,,,
00-0025460,,,,,,,37,455,2,,,,,,,,
00-0022165,,,,,,,31,343,3,,,,,,,,
00-0028061,,,,,,,19,305,,,,,,,,,
00-0015754,,,,,,,13,115,,,,,,,,,
00-0029388,,,,,,,10,96,,,,,,,,,
00-0027714,,,,,,,20,169,1,,,,,,,,
00-0028118,2,,1,0,64,,1,6,,,,,,,,,
00-0026941,,,,,14,,2,10,,,,,,,,,
