player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0008749,,,,,,,63,673,5,,,,,,,,
00-0005324,,,,,371,3,39,260,1,,,,,,,,
00-0003396,,,,,31,,50,687,5,,,,,,,,
00-0006210,,,,,,,55,907,4,,,,,,,,
00-0010747,,,,,8,,17,122,2,,,,,,,,
00-0005110,,,,,368,2,16,104,,,,,,,,,
00-0009715,1779,11,17,56.4,54,,,,,,,,,,,,
00-0019670,,,,,,,12,174,1,,,,,,,,
00-0008841,,,,,,,20,232,,,,,,,,,
00-0006808,1389,8,10,74.3,21,,,,,,,,,,,,
00-0007213,,,,,,,6,32,1,,,,,,,,
00-0011640,98,,2,25.6,,,,,,,,,,,,,
00-0019025,,,,,6,,1,1,,,,,,,,,
00-0002873,,,,39.6,133,2,1,6,,,,,,,,,
00-0002459,,,,,9,,,,,,,,,,,,
00-0018608,,,,,,,1,8,,,,,,,,,
