player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0029137,,,,,105,,89,1421,7,,,,,,,,
00-0024334,,,,,,,100,1295,12,,,,,,,,
00-0026201,,,,,,,65,759,5,,,,,,,,
00-0026184,,,,,1339,9,74,594,3,,,,,,,,
00-0026210,,,,,,,32,243,4,,,,,,,,
00-0025487,,,,,197,3,4,48,1,,,,,,,,
00-0024226,2621,19,12,89.2,118,,,,,,,,,,,,
00-0021206,1829,13,1,109,69,1,,,,,,,,,,,
00-0027093,,,,,,,4,57,,,,,,,,,
00-0025542,,,,,,,1,13,,,,,,,,,
00-0030047,,,,,,,2,13,,,,,,,,,
00-0024535,,,,,,,1,8,,,,,,,,,
00-0030441,,,,,,,1,-1,,,,,,,,,
