player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0014450,,,,,154,3,60,466,,,,,,,,,
00-0011727,,,,,6,,77,1154,4,,,,,,,,
00-0017218,,,1,0,191,3,40,336,1,,,,,,,,
00-0015048,,,,,,,37,409,7,,,,,,,,
00-0019231,,,,,6,,22,283,,,,,,,,,
00-0015698,,,,,685,1,23,242,1,,,,,,,,
00-0000865,2392,12,12,76.8,45,,,,,,,,,,,,
00-0007798,,,,,25,,10,133,1,,,,,,,,
00-0004888,,,,,,,21,246,,,,,,,,,
00-0020370,,,,,,,12,211,1,,,,,,,,
00-0020308,671,3,1,69.9,145,1,,,,,,,,,,,
00-0019794,,,,,31,,4,32,,,,,,,,,
00-0003700,,,,,6,,22,289,2,,,,,,,,
00-0020094,,,,,,,5,61,,,,,,,,,
00-0019610,,,,,72,,4,21,1,,,,,,,,
00-0004230,906,3,10,56.9,26,,,,,,,,,,,,
00-0012370,,,,,6,,,,,,,,,,,,
00-0011568,,,,,,,4,76,,,,,,,,,
