player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0025394,,,,,1042,7,20,208,1,,,,,,,,
00-0032760,,,,,,,44,532,2,,,,,,,,
00-0030472,,,,,,,54,558,2,,,,,,,,
00-0024221,,,,,,,25,367,2,,,,,,,,
00-0032362,,,,,10,,28,304,,,,,,,,,
00-0023436,2180,10,5,85.7,168,1,,,,,,,,,,,
00-0030404,,,,,178,,41,268,1,,,,,,,,
00-0029638,,,,,,,10,100,1,,,,,,,,
00-0031941,,,,,30,,29,388,2,,,,,,,,
00-0031257,,,,,9,,20,262,2,,,,,,,,
00-0033528,,,,,,,5,41,1,,,,,,,,
00-0032964,,,,,9,,4,30,,,,,,,,,
00-0026300,590,3,4,69.4,120,1,,,,,,,,,,,
00-0033526,,,,,32,,3,5,,,,,,,,,
00-0027688,372,3,3,78.6,63,,,,,,,,,,,,
00-0033464,,,,,-4,,1,7,,,,,,,,,
00-0026898,138,,3,28,8,,,,,,,,,,,,
00-0032371,,,,,8,,,,,,,,,,,,
00-0034339,,,,,,,9,75,1,,,,,,,,
00-0034710,,,,,,,1,8,,,,,,,,,
00-0034101,,,,,,,1,14,,,,,,,,,
00-0030140,7,,,95.8,,,,,,,,,,,,,
