player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0021236,,,,,,,73,791,4,,,,,,,,
00-0020446,,,,,76,,69,898,7,,,,,,,,
00-0001477,48,,,118.8,-8,,50,638,1,,,,,,,,
00-0016373,,,,,,,23,359,4,,,,,,,,
00-0019484,,,,,523,6,22,124,,,,,,,,,
00-0020305,1893,11,15,61.7,13,1,,,,,,,,,,,
00-0020448,,,,,395,3,13,75,,,,,,,,,
00-0019302,,,,,,,15,206,1,,,,,,,,
00-0021929,,,,,,,13,110,1,,,,,,,,
00-0005180,1186,7,8,67.1,59,,,,,,,,,,,,
00-0009417,,,,,18,,8,69,1,,,,,,,,
00-0021938,,,,,53,,,,,,,,,,,,
00-0021387,,,,,,,4,15,,,,,,,,,
00-0021209,,,,,64,,13,74,,,,,,,,,
00-0020480,264,1,3,41,,,,,,,,,,,,,
00-0022224,,,,,9,,1,8,,,,,,,,,
00-0016689,,,,,3,,,,,,,,,,,,
00-0021788,,,,,,,1,8,,,,,,,,,
