player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0028091,42,,,118.8,8,,56,827,2,,,,,,,,
00-0026899,,,,,1063,8,19,151,,,,,,,,,
00-0026898,2883,13,18,66.9,28,,,,,,,,,,,,
00-0028064,,,,,437,4,17,140,,,,,,,,,
00-0027321,,,,,,,29,359,3,,,,,,,,
00-0026366,,,,,,,28,289,2,,,,,,,,
00-0027712,,,,,179,,1,18,,,,,,,,,
00-0028238,,,,,,,11,83,,,,,,,,,
00-0028995,,,,,,,21,252,3,,,,,,,,
00-0027876,39,,,84.9,102,,,,,,,,,,,,
00-0028049,,,,,12,,16,224,,,,,,,,,
00-0023438,,,,,,,18,199,1,,,,,,,,
00-0026170,,,,,,,28,317,2,,,,,,,,
00-0024240,,,,,,,20,272,1,,,,,,,,
00-0024234,,,,,,,1,-2,,,,,,,,,
00-0028146,214,1,1,79.2,30,,,,,,,,,,,,
00-0029510,,,,,6,,2,7,,,,,,,,,
00-0027827,,,,,,,1,9,,,,,,,,,
00-0028842,,,,,,,1,16,,,,,,,,,
00-0029642,,,,,,,1,13,,,,,,,,,
