player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0031055,,,,,721,7,18,130,,,,,,,,,
00-0022803,4410,30,14,92.1,31,1,,,,,,,,,,,
00-0028838,,,,,,,63,623,6,,,,,,,,
00-0029262,,,,,,,71,938,3,,,,,,,,
00-0027450,,,,,,,36,418,2,,,,,,,,
00-0023752,,,,,,,16,188,4,,,,,,,,
00-0031235,,,,39.6,35,,91,1305,12,,,,,,,,
00-0027155,,,,,639,4,30,226,,,,,,,,,
00-0029281,,,,,,,5,50,1,,,,,,,,
00-0026367,,,,,115,,10,87,,,,,,,,,
00-0027265,,,,,,,23,337,1,,,,,,,,
00-0028492,,,,,13,,,,,,,,,,,,
00-0027140,,,,,50,1,,,,,,,,,,,
00-0030897,,,,,,,5,52,1,,,,,,,,
00-0028021,,,,,-2,,6,40,,,,,,,,,
00-0030128,,,,,33,,2,9,,,,,,,,,
00-0030586,60,,,116.7,-3,,,,,,,,,,,,
