player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0013770,,,,,,,39,566,6,,,,,,,,
00-0005741,3343,28,11,92.1,475,4,,,,,,,,,,,
00-0002058,,,,,12,,73,1089,11,,,,,,,,
00-0008400,,,,,,,20,356,2,,,,,,,,
00-0008921,,,,,213,3,26,291,1,,,,,,,,
00-0004574,,,,,-7,,29,350,4,,,,,,,,
00-0009038,,,,,495,,13,127,1,,,,,,,,
00-0017486,,,,,1033,9,20,156,1,,,,,,,,
00-0001766,,,,,,,13,107,2,,,,,,,,
00-0013773,,,,,,,26,173,,,,,,,,,
00-0003663,,,,,130,7,10,62,,,,,,,,,
00-0004634,,,,,,,4,33,,,,,,,,,
00-0018227,,,,,,,1,8,,,,,,,,,
00-0019703,,,,,,,1,6,,,,,,,,,
00-0007832,,,,39.6,-3,,,,,,,,,,,,
00-0009288,,,,,51,,3,19,,,,,,,,,
