player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0034766,,,,,,,39,502,4,,,,,,,,
00-0032688,,,,,-8,,50,752,6,,,,,,,,
00-0030656,,,,,685,6,21,152,,,,,,,,,
00-0029159,,,,,,,37,371,1,,,,,,,,
00-0033953,,,,,,,14,114,1,,,,,,,,
00-0034869,2865,17,15,77.6,135,1,,,,,,,,,,,
00-0031023,,,,,,,38,449,1,,,,,,,,
00-0034164,,,,,113,1,17,144,,,,,,,,,
00-0027691,,,,,20,,10,79,1,,,,,,,,
00-0033295,,,,,276,3,19,193,1,,,,,,,,
00-0031690,,,,,,,8,72,,,,,,,,,
00-0028064,,,,,343,,11,110,1,,,,,,,,
00-0034653,,,,,,,10,143,,,,,,,,,
00-0029580,,,,,,,5,24,,,,,,,,,
00-0021206,539,1,4,55.8,32,,,,,,,,,,,,
00-0032120,,,,,,,6,47,,,,,,,,,
00-0032959,,,,,,,2,25,,,,,,,,,
00-0034560,,,,,,,1,3,,,,,,,,,
00-0033581,,,,,19,,,,,,,,,,,,
00-0030170,,,,,4,,,,,,,,,,,,
