player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0028434,15,1,,158.3,2,,94,1128,7,,,,,,,,
00-0029159,,,,,,,41,510,1,,,,,,,,
00-0027696,,,,,,,65,923,6,,,,,,,,
00-0029263,4219,21,11,92.6,259,1,2,14,1,,,,,,,,
00-0032211,,,,,114,1,41,597,1,,,,,,,,
00-0031257,,,,,5,,21,288,1,,,,,,,,
00-0030089,,,,,,,15,129,2,,,,,,,,
00-0032426,,,,,125,1,11,84,,,,,,,,,
00-0031897,,,,,349,3,13,96,,,,,,,,,
00-0032475,43,,,118.8,,,9,140,2,,,,,,,,
00-0032393,,,,,172,1,17,208,,,,,,,,,
00-0026393,,,,,,,5,73,,,,,,,,,
00-0032462,145,1,1,91.2,1,,,,,,,,,,,,
00-0033164,,,,,44,,1,5,,,,,,,,,
00-0023742,,,,39.6,26,,,,,,,,,,,,
00-0032394,,,,,,,3,32,,,,,,,,,
00-0027905,,,,,2,,,,,,,,,,,,
00-0029793,,,,,,,2,36,,,,,,,,,
00-0032602,,,,,2,,2,16,,,,,,,,,
00-0031768,,,,,12,,,,,,,,,,,,
