player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0036912,,,,,,,64,916,5,,,,,,,,
00-0036387,,,,,32,,33,299,2,,,,,,,,
00-0036271,,,,,3,,43,647,1,,,,,,,,
00-0036919,,,,,291,5,33,253,1,,,,,,,,
00-0034351,,,,,,,56,830,4,,,,,,,,
00-0036389,3144,16,9,87.2,784,10,,,,,,,,,,,
00-0035243,,,,,754,,26,158,,,,,,,,,
00-0034414,,,,,373,7,13,83,,,,,,,,,
00-0033733,2,,,56.3,,,7,95,3,,,,,,,,
00-0032780,,,,,406,3,2,19,,,,,,,,,
00-0035289,439,4,1,104.8,21,,,,,,,,,,,,
00-0035246,,,,,,,2,36,,,,,,,,,
00-0036741,,,,,,,4,22,,,,,,,,,
00-0035356,,,,,,,3,22,1,,,,,,,,
00-0036278,,,,,51,,,,,,,,,,,,
00-0030561,,,,,,,1,5,1,,,,,,,,
00-0031384,,,,,,,2,11,,,,,,,,,
