player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0033307,25,1,,158.3,125,,55,800,5,,,,,,,,
00-0036972,3801,22,13,92.5,129,,,,,,,,,,,,
00-0029239,,,,,226,1,41,405,2,,,,,,,,
00-0033090,,,,,,,50,603,9,,,,,,,,
00-0034960,45,,,118.8,9,,83,866,2,,,,,,,,
00-0035657,,,,,929,15,18,132,,,,,,,,,
00-0033858,,,,,40,,28,294,1,,,,,,,,
00-0031549,,,,,11,,37,473,3,,,,,,,,
00-0036875,,,,,606,5,14,123,,,,,,,,,
00-0035624,,,,,,,12,184,,,,,,,,,
00-0026625,227,1,,149.1,-8,,,,,,,,,,,,
00-0036096,,,,,37,2,4,8,,,,,,,,,
00-0035645,,,,,9,,2,31,,,,,,,,,
00-0035726,,,,,,,4,43,,,,,,,,,
00-0031062,,,,,38,1,12,94,,,,,,,,,
00-0036183,,,,,,,4,42,2,,,,,,,,
