player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0025389,,,,,-1,,78,1331,12,,,,,,,,
00-0026204,,,,,975,8,39,286,,,,,,,,,
00-0020407,,,,,237,1,12,88,1,,,,,,,,
00-0022706,,,,,,,23,260,1,,,,,,,,
00-0023578,1616,8,8,72.6,29,,,,,,,,,,,,
00-0022726,,,,,,,12,116,1,,,,,,,,
00-0021981,,,,,,,35,339,1,,,,,,,,
00-0021525,,,,,,,12,85,1,,,,,,,,
00-0026286,,,,,4,,9,53,,,,,,,,,
00-0021255,,,,,,,8,56,1,,,,,,,,
00-0022277,,,,,,,15,244,,,,,,,,,
00-0019281,,,,,,,18,181,,,,,,,,,
00-0019794,,,,,7,,4,27,,,,,,,,,
00-0003739,786,4,6,63.9,25,1,,,,,,,,,,,
00-0009311,758,5,5,72.2,26,,,,,,,,,,,,
00-0020508,,,,,1,,4,16,,,,,,,,,
00-0025430,119,1,,95,20,,,,,,,,,,,,
00-0022181,20,,,85.4,,,,,,,,,,,,,
00-0002565,,,,,,,1,21,,,,,,,,,
