player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0033923,,,,,1327,8,53,455,3,,,,,,,,
00-0023436,4042,26,5,104.7,355,1,,,,,,,,,,,
00-0030506,,,1,0,7,,83,1038,8,,,,,,,,
00-0033040,,,1,0,59,,75,1183,7,,,,,,,,
00-0030669,,,,,6,,42,554,3,,,,,,,,
00-0030155,,,,,,,18,224,1,,,,,,,,
00-0030668,,,,,72,2,27,150,2,,,,,,,,
00-0032775,,,,,,,21,212,,,,,,,,,
00-0031060,,,,,4,,14,143,2,,,,,,,,
00-0031743,,,,,23,,4,31,,,,,,,,,
00-0028074,,,,,40,1,6,47,,,,,,,,,
00-0032128,,,,,,,11,175,,,,,,,,,
00-0033464,,,,,,,2,18,,,,,,,,,
00-0029414,,,,,,,2,53,,,,,,,,,
00-0033873,284,,1,76.4,10,,,,,,,,,,,,
00-0030151,,,,39.6,,,,,,,,,,,,,
