player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0017470,,,,,8,,57,664,4,,,,,,,,
00-0020525,,,,,16,,46,741,4,,,,,,,,
00-0004052,,,,,1432,5,28,205,,,,,,,,,
00-0000722,2386,10,10,71.3,152,2,,,,,,,,,,,
00-0001102,,,,,39,,15,112,,,,,,,,,
00-0010007,31,1,,158.3,,,22,293,,,,,,,,,
00-0002743,,,,,308,3,13,83,,,,,,,,,
00-0013422,,,,,,,10,128,2,,,,,,,,
00-0019290,,,,,,,18,196,2,,,,,,,,
00-0000883,,,,,,,14,127,,,,,,,,,
00-0019172,,,,,,,9,129,,,,,,,,,
00-0011151,,,,,,,4,19,,,,,,,,,
00-0016373,,,,,,,3,52,1,,,,,,,,
00-0000166,,,,,,,9,85,,,,,,,,,
00-0006212,131,2,,122.9,-7,,,,,,,,,,,,
