player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0026996,,,,,,,71,722,4,,,,,,,,
00-0025389,,,,,32,,77,1120,12,,,,,,,,
00-0027880,,,,39.6,563,4,58,487,2,,,,,,,,
00-0024276,,,,,,,45,378,1,,,,,,,,
00-0022156,,,,,,,18,210,,,,,,,,,
00-0021999,,,,,81,,55,625,6,,,,,,,,
00-0026286,,,,,76,,8,54,,,,,,,,,
00-0020679,2686,16,12,81.3,123,,,,,,,,,,,,
00-0021182,,,,,336,5,25,170,,,,,,,,,
00-0026491,,,,39.6,95,,,,,,,,,,,,
00-0025430,780,4,3,78.4,113,1,,,,,,,,,,,
00-0026204,,,,,125,,11,123,,,,,,,,,
00-0026498,535,6,1,91.3,11,1,,,,,,,,,,,
00-0021756,,,,,,,4,37,1,,,,,,,,
00-0027129,,,,,58,,8,45,,,,,,,,,
00-0027056,,,,,,,3,30,,,,,,,,,
