player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0035640,,,,,11,,58,900,7,,,,,,,,
00-0029263,4110,31,5,106.3,342,3,,,,,,,,,,,
00-0032211,,,,,-5,,82,1057,8,,,,,,,,
00-0033594,,,,,1230,7,37,266,2,,,,,,,,
00-0033589,,,,,25,,17,301,2,,,,,,,,
00-0029664,,,1,0,1,,27,426,1,,,,,,,,
00-0033387,,,,,,,41,349,3,,,,,,,,
00-0034867,,,,,,,15,245,1,,,,,,,,
00-0034750,,,,,370,3,8,83,1,,,,,,,,
00-0032393,,,,,72,1,10,76,,,,,,,,,
00-0030300,,,,,,,16,220,2,,,,,,,,
00-0030089,,,,,,,8,79,,,,,,,,,
00-0034159,,,,,7,,23,262,4,,,,,,,,
00-0035594,,,,,114,,11,56,,,,,,,,,
00-0028292,,,,,,,2,23,1,,,,,,,,
00-0035597,,,,,,,1,11,,,,,,,,,
00-0025399,,,,,34,1,,,,,,,,,,,
00-0033742,,,,,,,1,5,,,,,,,,,
