player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0022044,,,,,,,115,1575,8,,,,,,,,
00-0021931,,,,,23,,60,899,8,,,,,,,,
00-0024313,,,,,,,70,862,2,,,,,,,,
00-0026229,,,,,1282,9,50,377,1,,,,,,,,
00-0024465,,,,,,,19,241,2,,,,,,,,
00-0022787,3043,15,10,92.7,68,2,,,,,,,,,,,
00-0022397,,,,,1,1,12,103,,,,,,,,,
00-0023630,,,,,,,11,77,,,,,,,,,
00-0006305,,,,,294,3,11,32,,,,,,,,,
00-0021175,,,,,,,13,213,,,,,,,,,
00-0025460,,,,,-5,,3,81,,,,,,,,,
00-0020480,1431,6,10,79.5,37,,,,,,,,,,,,
00-0023512,,,,,94,1,3,14,,,,,,,,,
00-0021845,,,,,-3,,,,,,,,,,,,
00-0016689,,,,39.6,18,,,,,,,,,,,,
