player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0031381,,,,,,,103,1144,8,,,,,,,,
00-0032104,,,,,89,,19,131,,,,,,,,,
00-0032392,,,,,,,25,234,,,,,,,,,
00-0034960,12,1,,113.9,24,2,71,807,8,,,,,,,,
00-0034983,,,,,,,25,255,,,,,,,,,
00-0035700,,,,,805,6,37,296,,,,,,,,,
00-0038563,,,,,77,,19,331,2,,,,,,,,
00-0038040,,,,,451,1,15,98,,,,,,,,,
00-0039066,,,,,,,27,304,2,,,,,,,,
00-0038579,2218,12,7,83.9,11,1,,,,,,,,,,,
00-0031763,,,,,18,,4,39,,,,,,,,,
00-0031345,1205,7,9,77.7,39,,,,,,,,,,,,
00-0029239,,,,,31,1,,,,,,,,,,,
00-0026625,231,,2,50.8,-3,,,,,,,,,,,,
00-0035726,,,,,,,1,12,,,,,,,,,
00-0035562,,,,,,,1,4,,,,,,,,,
