player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0028083,,,,,205,1,21,188,1,,,,,,,,
00-0026143,4177,29,12,92.2,84,2,,,,,,,,,,,
00-0022821,,,,,1340,11,17,168,,,,,,,,,
00-0023462,,,,,,,100,1296,8,,,,,,,,
00-0006101,,,,,,,80,875,7,,,,,,,,
00-0025631,,,,,151,,26,179,1,,,,,,,,
00-0026224,,,,,3,,39,498,1,,,,,,,,
00-0027944,,,,,56,,54,959,8,,,,,,,,
00-0027202,,,,,,,10,72,1,,,,,,,,
00-0022143,,,,,1,,4,25,2,,,,,,,,
00-0024535,,,,,,,11,90,,,,,,,,,
00-0019709,188,,1,68.8,-6,,,,,,,,,,,,
00-0009119,,,,,,,1,7,,,,,,,,,
00-0026033,,,,,,,2,8,,,,,,,,,
