player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0008560,23,,1,22.2,,,57,669,,,,,,,,,
00-0019650,,,,,33,,38,405,,,,,,,,,
00-0019609,,,,,496,7,37,191,1,,,,,,,,
00-0019564,,,,,,,30,302,2,,,,,,,,
00-0004768,,,,,9,,16,128,2,,,,,,,,
00-0012642,,,,,,,37,541,1,,,,,,,,
00-0012726,1047,2,8,56.6,60,,,,,,,,,,,,
00-0019057,,,,,141,,13,100,,,,,,,,,
00-0002586,,,,,,,12,80,1,,,,,,,,
00-0019553,150,,1,39.7,15,,,,,,,,,,,,
00-0003535,1484,7,9,78.8,45,,,,,,,,,,,,
00-0002942,,,,,,,9,74,1,,,,,,,,
00-0013622,,,,,258,,14,78,,,,,,,,,
00-0019027,,,,,,,2,14,,,,,,,,,
00-0005348,,,,,-1,,1,21,,,,,,,,,
00-0019461,,,,,,,9,97,1,,,,,,,,
00-0014265,,,,,,,1,22,,,,,,,,,
00-0019278,8,,,100,,,,,,,,,,,,,
00-0008156,,,,,,,1,5,,,,,,,,,
