player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0028434,,,,,8,,66,825,3,,,,,,,,
00-0025399,,,,,1306,13,37,367,4,,,,,,,,
00-0029273,,,,,310,,16,186,2,,,,,,,,
00-0029263,3475,20,7,95,849,6,1,17,,,,,,,,,
00-0029159,17,,,118.8,15,,38,537,1,,,,,,,,
00-0030089,,,,,,,22,362,3,,,,,,,,
00-0031257,,,,,,,29,271,1,,,,,,,,
00-0030432,,,,,175,,1,12,,,,,,,,,
00-0028442,,,,,2,,11,195,2,,,,,,,,
00-0029534,,,,,,,12,185,2,,,,,,,,
00-0031327,,,,,,,9,102,,,,,,,,,
00-0027695,,,,,,,8,134,1,,,,,,,,
00-0027595,,,,,-2,,6,57,,,,,,,,,
00-0027905,,,,,2,,1,4,,,,,,,,,
00-0025425,,,,,,,6,76,,,,,,,,,
00-0029068,,,,,,,2,29,1,,,,,,,,
00-0023742,,,,,5,,,,,,,,,,,,
00-0024279,,,,79.2,,,,,,,,,,,,,
