player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0032392,,,,,,,41,444,2,,,,,,,,
00-0030431,,,,,,,53,527,2,,,,,,,,
00-0032764,4,1,,118.8,1538,13,33,398,,,,,,,,,
00-0037809,,,,,2,,32,450,3,,,,,,,,
00-0036182,,,,,,,25,397,3,,,,,,,,
00-0029701,2536,14,6,95.6,98,2,,,,,,,,,,,
00-0034253,,,,,145,,21,177,4,,,,,,,,
00-0032141,,,,,,,12,58,1,,,,,,,,
00-0037742,,,,,47,,33,444,1,,,,,,,,
00-0037617,,,,,93,,11,57,,,,,,,,,
00-0038128,276,,3,42.8,123,1,,,,,,,,,,,
00-0032128,,,,,,,4,46,,,,,,,,,
00-0033386,,,,,,,3,54,,,,,,,,,
00-0037273,,,,,,,8,78,,,,,,,,,
00-0036652,,,,,4,,2,40,,,,,,,,,
00-0037594,,,,,12,,3,41,,,,,,,,,
00-0035924,,,,,25,,2,7,,,,,,,,,
00-0033949,411,2,2,73.8,44,,,,,,,,,,,,
00-0033367,,,,,,,1,6,,,,,,,,,
