player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0036900,,,,,21,,81,1455,13,,,,,,,,
00-0032134,,,,,,,49,493,5,,,,,,,,
00-0036442,4611,34,14,108.3,118,2,,,,,,,,,,,
00-0033897,,,,,1205,13,42,314,3,,,,,,,,
00-0033009,46,,,118.8,22,,67,828,5,,,,,,,,
00-0033526,,,,,246,1,27,196,1,,,,,,,,
00-0036410,,,,,,,74,1091,6,,,,,,,,
00-0036857,,,,,77,,15,151,2,,,,,,,,
00-0035631,,,,,,,11,81,,,,,,,,,
00-0033114,,,,,,,5,52,,,,,,,,,
00-0032434,149,2,,81.6,-1,,,,,,,,,,,,
00-0034686,,,,,,,3,39,1,,,,,,,,
00-0035399,,,,,3,,2,11,,,,,,,,,
00-0035291,,,,,51,,1,4,,,,,,,,,
00-0035341,,,,,,,2,34,,,,,,,,,
00-0035771,,,,,,,3,16,,,,,,,,,
00-0033292,,,,,,,2,41,,,,,,,,,
