player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0026210,,,,,,,54,717,2,,,,,,,,
00-0025418,,,,,,,60,612,8,,,,,,,,
00-0024226,3666,27,26,76.8,172,1,,,,,,,,,,,
00-0026184,,,,,929,4,57,471,,,,,,,,,
00-0026913,,,,,,,45,527,5,,,,,,,,
00-0024272,,,,,-1,,57,757,3,,,,,,,,
00-0003035,,,,,,,19,145,2,,,,,,,,
00-0020805,,,,,,,5,13,,,,,,,,,
00-0024447,,,,,,,24,298,4,,,,,,,,
00-0026579,,,,,220,,1,4,,,,,,,,,
00-0025480,,,,,120,1,2,12,,,,,,,,,
00-0026298,,,,,,,9,75,3,,,,,,,,
00-0023429,,,,,,,5,35,,,,,,,,,
00-0021306,,,,,51,,2,11,,,,,,,,,
00-0025970,11,,1,10.7,,,,,,,,,,,,,
00-0010609,,,,79.2,,,,,,,,,,,,,
