player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0029137,,,,,33,,85,1133,10,,,,,,,,
00-0026201,,,,,,,90,916,6,,,,,,,,
00-0026184,,,,,1038,6,102,808,4,,,,,,,,
00-0024226,3812,28,18,88.6,191,2,,,,,,,,,,,
00-0024334,,,,,,,61,721,8,,,,,,,,
00-0025542,,,,,,,16,116,,,,,,,,,
00-0031057,,,,,158,,5,57,,,,,,,,,
00-0026314,,,,,30,,10,70,1,,,,,,,,
00-0030047,,,,,,,17,140,1,,,,,,,,
00-0027659,223,2,1,71.8,9,,,,,,,,,,,,
00-0031079,,,,,-12,,,,,,,,,,,,
00-0031209,,,,,,,1,-1,,,,,,,,,
