player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0025394,,,,,898,5,17,142,,,,,,,,,
00-0033528,,,,,,,26,241,1,,,,,,,,
00-0035659,,,,,,,58,919,7,,,,,,,,
00-0035297,11,,,112.5,,,30,365,,,,,,,,,
00-0034928,,,,39.6,85,1,34,310,4,,,,,,,,
00-0034339,,,,,,,26,198,1,,,,,,,,
00-0030404,,,,,138,,42,378,,,,,,,,,
00-0032782,,,,,81,,9,64,,,,,,,,,
00-0028986,1707,11,5,91.3,12,1,,,,,,,,,,,
00-0031257,,,,,,,28,245,2,,,,,,,,
00-0035232,1365,7,7,76.1,101,,,,,,,,,,,,
00-0034358,,,,,245,2,7,79,1,,,,,,,,
00-0035025,,,,,,,8,103,1,,,,,,,,
00-0024221,,,,,,,10,123,1,,,,,,,,
00-0034104,,,,,,,2,27,,,,,,,,,
00-0027688,122,,1,61,14,,,,,,,,,,,,
00-0032377,,,,,9,,,,,,,,,,,,
