player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0011770,,,,,3,,67,904,5,,,,,,,,
00-0013728,,,,,,,53,590,3,,,,,,,,
00-0002846,,,,,160,2,80,620,2,,,,,,,,
00-0013232,,,,,97,,55,895,7,,,,,,,,
00-0020471,,,,,729,4,22,179,,,,,,,,,
00-0016838,2056,12,11,76.4,33,,,,,,,,,,,,
00-0019484,,,,,72,,7,36,,,,,,,,,
00-0019547,,,,,,,8,90,,,,,,,,,
00-0020320,,,,,,,12,203,,,,,,,,,
00-0008612,1465,5,7,76.3,241,1,,,,,,,,,,,
00-0002159,,,,,341,2,9,59,,,,,,,,,
00-0010786,,,,,,,11,129,,,,,,,,,
00-0008190,,,,,,,1,1,1,,,,,,,,
00-0011626,,,,39.6,,,,,,,,,,,,,
00-0019353,,,,,,,2,16,,,,,,,,,
00-0019192,201,1,2,50.2,10,,,,,,,,,,,,
