player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0020531,4428,28,18,89.4,52,1,2,10,,,,,,,,,
00-0024466,,,,,,,98,1202,11,,,,,,,,
00-0015601,,,,,444,5,37,215,,,,,,,,,
00-0012642,,,,,-5,,54,792,3,,,,,,,,
00-0020455,,,,,,,48,378,2,,,,,,,,
00-0023310,,,,,7,1,32,302,2,,,,,,,,
00-0022796,,,,,17,2,13,78,,,,,,,,,
00-0011236,,,,,,,27,328,2,,,,,,,,
00-0022929,,,,,20,,20,409,3,,,,,,,,
00-0024217,,,,,581,4,73,417,2,,,,,,,,
00-0024813,,,,,251,1,19,152,1,,,,,,,,
00-0022388,,,,,,,15,126,2,,,,,,,,
00-0023858,,,,,3,,2,13,,,,,,,,,
00-0020527,,,,,92,,4,15,,,,,,,,,
00-0010455,,,,,-3,,,,,,,,,,,,
00-0024110,,,,,5,,,,,,,,,,,,
