player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0031428,,,,,,,80,1400,14,,,,,,,,
00-0031407,4428,35,18,88.2,310,2,,,,,,,,,,,
00-0030821,,,,,,,64,1031,10,,,,,,,,
00-0024243,,,,,,,16,226,,,,,,,,,
00-0030547,,,,,266,1,21,164,,,,,,,,,
00-0028067,,,,,,,46,455,5,,,,,,,,
00-0032209,,,,,740,2,36,279,1,,,,,,,,
00-0027595,,,,39.6,,,32,368,1,,,,,,,,
00-0031431,,,,,38,,15,191,1,,,,,,,,
00-0032170,,,,,,,19,93,2,,,,,,,,
00-0027725,,,,,,,14,149,1,,,,,,,,
00-0031731,,,,,2,,2,13,,,,,,,,,
00-0027888,,,,,44,,3,23,,,,,,,,,
00-0029264,,,,,11,,3,7,,,,,,,,,
00-0027862,,,,,,,2,19,,,,,,,,,
00-0030806,,,,,,,1,6,,,,,,,,,
00-0030856,,,,,8,,,,,,,,,,,,
