player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0027690,,,,39.6,1,,44,612,8,,,,,,,,
00-0022097,,,,39.6,,,70,966,5,,,,,,,,
00-0026432,,,,,402,1,16,148,1,,,,,,,,
00-0022178,,,,,1199,4,12,51,1,,,,,,,,
00-0024756,,,,,,,18,267,1,,,,,,,,
00-0023752,,,,,,,19,256,3,,,,,,,,
00-0027876,1729,12,6,72.9,660,6,,,,,,,,,,,
00-0026182,,,,,48,,19,155,1,,,,,,,,
00-0026323,,,,,44,,9,76,,,,,,,,,
00-0027874,,,,39.6,5,,32,551,4,,,,,,,,
00-0026988,,,,,179,,11,101,1,,,,,,,,
00-0026799,,,,,77,,7,62,,,,,,,,,
00-0028067,,,,,,,1,5,,,,,,,,,
00-0028142,,,,,,,3,24,,,,,,,,,
00-0027106,,,,,,,3,30,,,,,,,,,
00-0026516,,,,39.6,,,,,,,,,,,,,
